Temp,Audio,Humidity,CO2,Fire
42.21,0.541,15.49,1393.35,1
71.47,0.487,25.45,4525.1,1
41.81,0.129,55.02,494.44,0
67.3,0.87,26.28,2405.24,1
63.28,0.785,22.55,4419.17,1
67.56,0.767,31.35,4503.61,1
59.58,0.872,20.07,2788.85,1
64.7,0.542,34.12,3865.71,1
38.78,0.432,33.81,433.14,0
65.71,0.672,14.93,2408.94,1
11.66,0.377,20.71,577.51,0
24.4,0.143,17.05,494.16,0
63.35,0.461,10.33,3921.32,1
39.66,0.833,34.09,1244.41,1
53.86,0.559,30.93,1248.88,1
21.98,0.24,35.72,798.93,0
21.28,0.109,62.98,1053.21,0
75.33,0.542,12.63,2109.7,1
37.13,0.991,25.37,1590.19,1
21.99,0.234,19.88,1269.95,0
69.53,0.6,25.2,4256.39,1
42.82,0.144,43.55,1127.57,0
49.46,0.646,5.32,2120.55,1
44.28,0.228,29.75,936.47,0
71.48,0.657,16.42,2648.48,1
84.9,0.681,17.26,2108.7,1
85.91,0.69,26.33,2594.14,1
42.47,0.165,58.16,1068.64,0
12.54,0.36,15.06,471.0,0
14.09,0.185,63.14,514.32,0
39.33,0.073,69.82,685.52,0
14.0,0.275,21.04,538.05,0
59.31,0.673,24.7,1231.9,1
89.65,0.907,29.99,4059.83,1
36.28,0.28,20.18,1109.24,0
37.57,0.111,16.23,1137.08,0
35.25,0.05,67.48,1021.12,0
55.84,0.72,5.06,2013.46,1
38.08,0.583,32.62,4193.01,1
13.88,0.481,38.75,524.37,0
11.08,0.374,21.14,677.81,0
52.74,0.636,20.77,1474.68,1
34.63,0.351,58.13,502.5,0
11.12,0.351,18.02,1003.47,0
37.84,0.249,32.17,514.41,0
82.0,0.583,13.69,2266.47,1
21.97,0.255,57.21,448.1,0
29.77,0.254,38.06,905.89,0
65.47,0.992,23.92,2642.34,1
62.34,0.726,33.08,4516.5,1
21.6,0.332,18.68,1089.86,0
29.86,0.098,39.13,540.32,0
27.17,0.349,31.65,863.22,0
16.65,0.145,36.44,1145.96,0
53.27,0.62,5.91,1933.92,1
18.05,0.051,29.55,915.29,0
60.13,0.548,13.71,3035.43,1
26.66,0.257,48.71,476.53,0
21.1,0.078,43.44,704.15,0
68.48,0.808,31.5,2919.2,1
59.57,0.567,32.18,3867.42,1
13.7,0.184,44.03,723.46,0
39.64,0.805,21.02,1229.04,1
54.45,0.747,15.19,1389.74,1
74.79,0.807,8.37,3548.88,1
17.54,0.029,22.68,485.83,0
35.73,0.814,13.5,2912.97,1
36.88,0.834,33.45,1865.01,1
23.63,0.34,18.2,679.79,0
80.42,0.513,14.53,4705.74,1
43.27,0.366,39.56,1089.81,0
67.47,0.854,33.36,2128.25,1
52.66,0.432,8.91,4523.01,1
45.32,0.452,30.67,1205.11,1
39.79,0.416,24.98,594.79,0
71.21,0.727,27.85,1540.12,1
55.93,0.892,24.85,4370.03,1
74.38,0.471,25.77,2626.62,1
27.62,0.382,21.38,489.83,0
15.74,0.38,56.78,1111.78,0
70.45,0.76,16.61,1499.8,1
26.58,0.371,16.54,836.09,0
39.85,0.394,54.0,852.72,0
33.87,0.121,46.48,1218.13,0
80.64,0.528,30.2,1579.1,1
58.95,0.603,22.62,3796.26,1
28.01,0.092,22.43,1279.75,0
86.68,0.412,25.14,3813.26,1
87.57,0.527,10.15,1240.67,1
36.69,0.301,35.19,986.86,0
24.58,0.212,32.1,914.66,0
71.94,0.612,22.01,4118.09,1
21.61,0.4,22.35,1191.38,0
13.59,0.383,68.12,745.69,0
15.35,0.472,20.11,505.12,0
42.43,0.152,45.56,780.85,0
67.05,0.822,32.3,3243.09,1
10.91,0.302,49.1,630.21,0
86.49,0.865,24.81,1356.77,1
86.65,0.768,30.48,4893.2,1
50.13,0.861,13.42,3675.44,1
43.72,0.144,54.98,689.92,0
41.06,0.446,38.24,804.31,0
31.17,0.379,48.19,995.81,0
36.53,0.456,32.88,1590.55,1
46.87,0.95,33.64,1426.55,1
73.92,0.627,28.65,4739.33,1
31.42,0.217,23.45,849.08,0
58.13,0.892,34.7,2689.55,1
79.25,0.883,22.15,3569.57,1
11.72,0.228,64.81,886.3,0
17.41,0.189,44.84,530.96,0
60.3,0.937,30.23,2993.57,1
65.82,0.957,31.77,3685.31,1
31.69,0.43,39.61,791.65,0
29.48,0.457,39.86,574.69,0
79.95,0.581,5.98,2540.53,1
70.31,0.651,17.21,3101.72,1
53.33,0.616,18.94,2867.42,1
44.57,0.269,63.74,1190.12,0
75.36,0.92,24.4,3739.91,1
65.92,0.867,8.93,3622.73,1
33.38,0.495,33.16,725.58,0
18.61,0.167,65.61,697.09,0
86.9,0.809,10.81,1205.5,1
17.64,0.391,24.21,630.24,0
40.65,0.915,13.24,2467.82,1
20.53,0.479,20.4,945.78,0
58.05,0.707,21.43,3031.25,1
86.17,0.693,12.05,2402.49,1
42.42,0.58,33.73,3078.26,1
80.82,0.651,16.57,1669.94,1
84.1,0.468,15.8,4018.57,1
77.17,0.855,33.71,1573.67,1
20.55,0.444,65.83,850.21,0
25.64,0.167,57.04,1134.92,0
11.57,0.143,24.39,774.64,0
29.88,0.172,32.29,533.54,0
74.9,0.705,23.23,4610.13,1
74.92,0.886,14.05,1306.06,1
19.71,0.178,37.66,1242.68,0
86.68,0.469,16.77,1301.96,1
57.76,0.539,34.85,2895.38,1
42.43,0.18,36.75,726.11,0
26.48,0.249,43.31,1075.03,0
53.2,0.659,24.74,2006.69,1
63.14,0.762,23.0,4197.65,1
23.23,0.017,52.84,1257.55,0
74.12,0.991,26.27,4282.24,1
52.79,0.545,24.37,2438.84,1
35.93,0.411,15.67,1233.34,0
50.37,0.583,5.06,2431.95,1
35.24,0.345,20.33,483.48,0
83.44,0.408,26.71,4650.37,1
13.05,0.451,52.71,838.5,0
86.76,0.51,28.6,2215.18,1
38.75,0.555,29.47,1409.26,1
22.55,0.058,34.9,1115.62,0
80.15,0.895,11.48,3286.33,1
65.84,0.888,34.03,4609.03,1
58.76,0.749,27.64,3050.77,1
54.99,0.676,18.78,1549.72,1
17.29,0.172,31.19,1163.09,0
32.2,0.321,53.64,1164.62,0
86.87,0.577,25.59,3404.6,1
85.94,0.971,20.93,3236.02,1
85.24,0.544,9.88,2953.65,1
12.02,0.122,28.29,500.6,0
59.87,0.992,16.35,1493.42,1
42.68,0.742,25.8,3529.03,1
61.57,0.848,25.88,3649.08,1
28.69,0.258,47.12,460.91,0
83.38,0.786,22.84,4347.63,1
26.1,0.081,50.95,1272.89,0
16.56,0.261,65.49,705.17,0
34.73,0.329,44.42,1045.24,0
39.52,0.434,41.17,888.12,0
46.69,0.835,7.45,1620.86,1
39.38,0.583,18.54,3301.52,1
31.25,0.26,34.9,506.86,0
10.68,0.452,21.17,440.43,0
50.08,0.765,20.61,3925.21,1
55.16,0.516,26.97,1595.82,1
42.78,0.439,30.34,887.4,0
30.47,0.418,60.46,1240.51,0
26.98,0.288,49.41,1100.98,0
37.43,0.306,43.51,1128.84,0
44.37,0.809,18.99,2559.72,1
88.14,0.685,22.26,2295.87,1
10.85,0.437,66.41,790.07,0
15.61,0.141,33.32,1080.84,0
50.23,0.521,27.45,2338.79,1
78.55,0.541,25.38,4444.04,1
28.42,0.23,44.98,570.65,0
43.11,0.614,24.72,4831.43,1
26.72,0.095,35.93,761.02,0
77.93,0.657,6.89,2525.99,1
48.91,0.671,25.22,1558.01,1
31.75,0.221,41.48,617.81,0
68.64,0.538,7.67,2175.36,1
19.39,0.167,27.85,583.07,0
54.67,0.668,34.93,1780.19,1
38.74,0.431,69.15,835.68,0
23.38,0.207,29.11,761.02,0
16.93,0.194,44.01,1275.06,0
19.93,0.005,48.27,1194.17,0
39.47,0.052,17.53,1057.13,0
70.42,0.782,6.14,3048.27,1
38.81,0.548,30.85,4594.16,1
83.75,0.754,22.63,3217.27,1
21.84,0.147,18.89,989.68,0
71.2,0.786,12.63,4811.76,1
24.72,0.097,32.15,1056.7,0
57.1,0.864,22.87,2524.81,1
71.61,0.811,16.17,1722.01,1
22.52,0.096,69.2,1044.77,0
37.45,0.48,33.33,3094.55,1
66.92,0.836,33.95,1376.2,1
84.21,0.921,21.6,3760.84,1
50.38,0.494,27.23,2297.61,1
35.13,0.198,65.45,1214.94,0
57.49,0.503,8.4,3177.31,1
10.69,0.28,65.44,590.06,0
32.97,0.186,47.2,852.69,0
89.36,0.903,28.79,3955.88,1
71.62,0.563,17.39,2569.84,1
57.75,0.985,31.61,2314.94,1
21.92,0.234,53.5,983.89,0
62.43,0.805,27.03,3129.5,1
86.76,0.582,15.05,3942.19,1
86.74,0.857,30.46,3724.51,1
39.2,0.4,15.43,4985.51,1
77.47,0.448,15.87,3035.68,1
62.56,0.709,24.23,4572.68,1
23.84,0.212,56.32,995.46,0
87.69,0.433,23.74,2936.37,1
73.31,0.991,25.45,2835.84,1
26.36,0.026,33.92,507.7,0
35.76,0.818,34.1,4334.8,1
60.45,0.849,13.36,2211.71,1
44.24,0.092,36.09,615.57,0
36.0,0.353,16.08,1253.03,0
55.65,0.972,16.4,3969.16,1
34.06,0.107,56.82,1082.84,0
67.38,0.461,9.98,2063.23,1
81.52,0.677,22.11,2367.51,1
57.24,0.632,20.75,3350.21,1
76.75,0.633,16.88,4919.73,1
59.6,0.576,15.9,3343.42,1
44.68,0.429,41.72,781.8,0
25.88,0.444,21.35,1083.2,0
25.0,0.481,48.43,735.89,0
40.35,0.197,23.99,1159.94,0
44.82,0.732,34.64,4144.92,1
74.71,0.806,7.07,1703.15,1
27.85,0.314,57.82,1293.69,0
19.07,0.133,16.52,1055.77,0
18.87,0.031,65.14,1075.49,0
13.57,0.172,40.57,1036.25,0
10.68,0.413,50.97,1273.54,0
32.06,0.155,60.6,588.33,0
70.94,0.438,5.93,3761.72,1
20.19,0.035,51.32,946.66,0
29.44,0.412,46.43,645.62,0
28.18,0.024,61.64,594.57,0
35.71,0.242,25.89,424.66,0
51.92,0.913,26.43,4817.35,1
38.3,0.662,25.12,1316.57,1
28.8,0.308,16.16,449.92,0
62.34,0.688,13.06,1686.9,1
37.6,0.358,54.46,762.47,0
35.04,0.586,25.94,2154.38,1
26.6,0.32,40.43,521.9,0
37.47,0.445,56.39,1170.43,0
31.92,0.028,60.75,649.32,0
28.93,0.243,38.31,1210.59,0
24.43,0.449,60.61,729.96,0
63.53,0.811,33.97,1807.61,1
35.33,0.419,21.6,2594.8,1
31.53,0.244,25.55,826.47,0
68.17,0.406,16.82,2037.97,1
62.08,0.661,5.44,3589.36,1
39.77,0.432,67.4,932.38,0
89.17,0.515,16.7,4083.5,1
32.18,0.223,65.51,607.4,0
69.24,0.597,22.21,1804.08,1
39.49,0.056,69.61,889.6,0
42.02,0.213,52.63,1090.21,0
49.86,0.843,13.37,3043.97,1
11.98,0.374,60.63,505.15,0
17.02,0.312,24.95,992.37,0
17.14,0.47,44.44,1092.34,0
89.48,0.877,26.45,3565.38,1
39.46,0.566,31.77,2696.58,1
41.19,0.174,28.25,1113.04,0
69.23,0.555,11.42,4364.15,1
25.97,0.191,57.51,1022.81,0
25.31,0.49,56.45,1191.58,0
24.35,0.14,44.65,843.57,0
12.52,0.411,38.38,1220.32,0
69.62,0.446,13.9,1764.91,1
38.43,0.513,20.78,1521.6,1
18.63,0.258,21.59,955.94,0
62.23,0.83,13.84,3643.45,1
52.63,0.511,22.12,4052.52,1
20.2,0.426,25.77,733.56,0
42.95,0.191,30.8,1231.07,0
34.55,0.47,23.91,754.06,0
33.22,0.317,40.26,985.38,0
40.75,0.065,50.1,874.31,0
29.06,0.03,23.8,450.43,0
66.78,0.508,32.45,4580.04,1
73.63,0.593,34.35,1826.6,1
28.5,0.375,53.83,1025.81,0
22.15,0.108,16.77,601.47,0
65.88,0.722,31.45,2850.75,1
37.15,0.365,20.03,1119.0,0
25.36,0.373,23.99,1204.23,0
41.15,0.111,41.59,1226.6,0
17.76,0.157,59.45,1100.99,0
19.94,0.075,15.51,1084.43,0
74.16,0.413,31.83,3439.46,1
37.16,0.486,17.88,931.55,0
37.54,0.266,64.42,1267.17,0
26.2,0.494,67.94,874.37,0
49.09,0.403,24.67,1938.88,1
44.46,0.118,64.68,528.89,0
84.87,0.931,32.61,2423.33,1
87.85,0.661,22.15,3892.54,1
21.39,0.336,43.39,1040.52,0
22.91,0.433,22.2,882.83,0
33.24,0.022,24.31,1112.8,0
71.74,0.639,17.91,4342.97,1
76.63,0.618,32.48,3341.07,1
38.02,0.952,22.07,1687.21,1
68.44,0.901,7.77,4875.21,1
13.48,0.4,22.94,451.78,0
44.78,0.437,30.09,792.93,0
25.84,0.347,45.16,987.01,0
49.15,0.609,21.39,4561.25,1
69.24,0.436,10.06,1250.91,1
34.97,0.447,42.31,1067.26,0
12.24,0.142,64.78,681.04,0
37.05,0.052,28.17,1293.47,0
85.37,0.95,11.6,2773.99,1
58.08,0.461,28.6,1603.38,1
88.55,0.912,18.04,3137.43,1
65.4,0.695,11.0,3978.48,1
17.61,0.286,65.84,1094.61,0
20.87,0.425,57.64,1034.67,0
74.79,0.605,6.14,3972.1,1
17.12,0.125,37.42,468.84,0
71.22,0.682,28.96,4568.01,1
26.33,0.082,39.42,1063.34,0
11.4,0.344,28.77,754.74,0
51.71,0.745,28.31,4129.17,1
17.96,0.463,27.26,1052.5,0
73.79,0.442,17.0,2908.22,1
79.58,0.467,30.63,3503.96,1
54.46,0.654,11.89,2567.53,1
23.74,0.132,61.25,779.15,0
33.13,0.459,54.33,921.3,0
43.77,0.143,41.05,537.92,0
37.9,0.647,10.48,4154.57,1
54.79,0.799,18.95,1390.33,1
85.04,0.604,30.23,4887.65,1
23.25,0.316,17.53,1071.95,0
24.68,0.476,20.38,693.18,0
41.08,0.262,18.83,453.09,0
82.53,0.644,27.65,4257.67,1
42.16,0.159,63.44,679.52,0
10.54,0.494,57.82,1138.94,0
23.71,0.264,32.33,682.61,0
17.69,0.424,65.84,911.38,0
66.09,0.584,17.37,1851.36,1
27.7,0.026,63.17,1294.63,0
40.03,0.327,33.74,597.34,0
72.77,0.93,21.43,4548.48,1
16.48,0.222,15.49,501.2,0
24.23,0.008,67.34,859.44,0
45.77,0.433,7.42,2354.87,1
84.77,0.549,29.72,3719.67,1
69.75,0.82,11.11,3324.48,1
39.36,0.438,22.26,4717.5,1
36.38,0.279,31.73,854.42,0
61.29,0.894,6.2,4808.48,1
63.88,0.803,18.64,4327.01,1
14.59,0.3,34.65,994.08,0
77.69,0.889,11.23,4481.69,1
14.57,0.099,51.79,1072.18,0
40.34,0.754,27.5,2282.13,1
52.67,0.626,7.48,2598.75,1
37.91,0.652,23.84,3136.08,1
48.0,0.785,16.77,3428.67,1
24.59,0.33,15.0,1156.39,0
71.18,0.726,9.41,4545.84,1
51.58,0.45,20.16,4730.33,1
82.07,0.894,18.82,4774.16,1
84.22,0.608,23.12,4756.85,1
32.22,0.399,66.33,817.6,0
41.44,0.194,45.86,1255.99,0
15.6,0.43,37.42,1216.97,0
85.65,0.415,20.21,4464.37,1
41.46,0.343,54.33,777.39,0
54.51,0.609,32.35,1793.33,1
16.32,0.271,42.52,1080.14,0
32.12,0.358,40.73,1097.73,0
39.8,0.803,33.29,1947.03,1
20.58,0.277,47.86,696.79,0
59.4,0.658,15.58,1702.33,1
88.39,1.0,34.31,2752.56,1
57.51,0.647,14.56,2482.68,1
36.28,0.339,44.98,1232.86,0
43.63,0.425,32.66,2563.95,1
85.43,0.793,33.09,3687.51,1
21.41,0.191,22.73,1041.48,0
38.64,0.766,11.35,1577.96,1
65.48,0.625,5.4,2312.43,1
21.46,0.394,30.32,539.99,0
85.73,0.552,25.66,3585.87,1
38.67,0.464,38.14,683.1,0
11.11,0.221,62.77,437.58,0
53.5,0.94,24.92,3775.14,1
18.51,0.351,67.3,1288.08,0
39.33,0.452,42.04,862.37,0
49.63,0.49,12.13,2286.51,1
10.91,0.036,46.14,1023.94,0
58.14,0.871,26.38,4593.38,1
25.37,0.496,31.36,459.08,0
47.29,0.861,29.31,1435.23,1
81.34,0.689,33.99,4739.34,1
30.68,0.367,45.7,1192.27,0
63.87,0.657,23.95,4219.38,1
15.8,0.161,20.44,705.46,0
74.48,0.87,11.42,2537.39,1
24.45,0.221,40.16,461.8,0
61.84,0.954,32.62,3936.23,1
65.03,0.748,33.23,2715.83,1
10.75,0.281,56.1,560.14,0
40.1,0.928,22.79,2555.41,1
43.81,0.13,39.34,1246.82,0
38.3,0.459,54.26,1181.69,0
61.06,0.552,32.04,1688.86,1
41.4,0.395,60.19,597.29,0
34.81,0.045,62.56,560.24,0
44.49,0.648,5.86,1826.09,1
55.73,0.767,16.18,3776.69,1
19.55,0.23,66.24,1155.76,0
17.85,0.214,16.82,1123.33,0
23.25,0.461,17.17,469.68,0
38.27,0.48,43.29,439.67,0
68.13,0.73,20.39,4636.65,1
62.49,0.659,18.92,2120.06,1
73.6,0.706,31.72,2313.01,1
35.89,0.747,7.43,2834.38,1
46.2,0.619,23.91,3791.23,1
79.22,0.686,18.96,3422.06,1
36.14,0.536,29.11,2034.52,1
21.44,0.071,46.74,964.55,0
43.27,0.334,55.22,532.82,0
50.77,0.941,28.52,4101.8,1
50.52,0.865,21.36,4447.1,1
58.95,0.893,30.38,3812.77,1
56.44,0.627,21.58,3112.15,1
23.29,0.044,26.0,1162.88,0
48.21,0.602,29.53,3293.59,1
41.56,0.397,45.14,1283.84,0
78.71,0.76,28.18,1248.77,1
58.37,0.476,24.34,4318.92,1
34.56,0.067,59.34,423.38,0
27.57,0.248,62.01,745.12,0
28.28,0.29,56.81,1231.18,0
74.99,0.496,25.89,3905.9,1
16.57,0.011,50.64,1264.29,0
18.45,0.269,23.36,892.15,0
74.88,0.807,22.76,4164.81,1
70.59,0.579,22.11,1452.47,1
31.03,0.389,51.37,801.15,0
84.28,0.795,25.86,1810.26,1
38.28,0.13,57.64,1153.63,0
50.56,0.977,5.05,1285.7,1
66.19,0.428,12.58,1805.23,1
51.79,0.705,13.49,1755.62,1
84.18,0.404,28.82,4766.85,1
35.92,0.489,8.35,4999.82,1
58.79,0.834,27.8,1518.85,1
42.65,0.498,50.84,444.07,0
78.44,0.768,26.83,2851.61,1
68.2,0.906,5.95,4559.84,1
44.19,0.389,63.48,1022.96,0
66.75,0.68,27.29,3023.66,1
41.22,0.751,17.34,3534.17,1
32.57,0.038,31.1,1257.11,0
24.76,0.498,54.15,615.48,0
10.83,0.348,46.78,1029.24,0
14.52,0.013,28.46,1179.96,0
57.64,0.609,5.93,3609.43,1
41.03,0.539,15.77,3831.48,1
74.46,0.93,18.8,4321.52,1
19.7,0.14,69.96,798.36,0
41.25,0.15,62.68,488.26,0
25.18,0.214,22.6,1061.72,0
53.09,0.673,24.41,4237.67,1
16.85,0.295,26.76,1140.44,0
13.79,0.223,44.56,676.02,0
38.99,0.03,41.68,1194.45,0
17.81,0.421,68.89,724.53,0
61.22,0.43,18.07,3049.32,1
44.0,0.724,28.69,3888.36,1
18.98,0.249,18.05,921.92,0
62.81,0.448,16.55,3490.22,1
76.25,0.491,11.9,3915.17,1
30.25,0.199,43.82,566.34,0
53.22,0.43,27.28,4345.03,1
23.49,0.053,69.07,950.34,0
37.36,0.59,24.55,3499.21,1
44.96,0.227,29.97,1266.12,0
61.84,0.971,32.68,2473.81,1
33.88,0.381,34.96,987.7,0
56.13,0.607,30.35,3790.01,1
22.82,0.025,37.36,727.39,0
86.68,0.816,32.84,3653.9,1
72.75,0.772,15.52,4451.49,1
68.83,0.586,29.67,3063.41,1
28.38,0.262,66.0,985.88,0
29.62,0.369,18.77,498.25,0
59.81,0.722,6.17,3449.99,1
50.42,0.889,12.6,3082.94,1
88.75,0.893,15.51,2186.57,1
62.64,0.964,6.66,2795.6,1
19.53,0.231,50.97,654.57,0
42.28,0.155,58.98,968.95,0
38.9,0.127,69.75,584.85,0
12.77,0.043,22.39,1128.32,0
47.18,0.691,26.34,2661.14,1
71.43,0.555,24.99,1230.19,1
18.09,0.08,60.67,1236.5,0
27.83,0.486,55.31,427.55,0
12.61,0.164,68.12,997.36,0
11.5,0.148,59.04,1100.12,0
27.22,0.373,41.17,420.83,0
37.8,0.401,8.68,4273.29,1
73.47,0.727,28.77,3417.83,1
22.27,0.316,50.49,731.95,0
58.59,0.952,27.03,2011.0,1
18.64,0.353,58.98,465.67,0
58.94,0.906,27.69,4110.17,1
35.69,0.892,8.28,2593.38,1
12.1,0.327,50.48,636.11,0
16.94,0.137,67.89,491.14,0
60.01,0.417,32.87,3840.42,1
83.2,0.603,13.64,3616.34,1
77.07,0.787,34.83,4956.46,1
31.3,0.47,54.36,1027.8,0
75.58,0.727,9.82,3108.64,1
13.3,0.105,68.3,1203.94,0
10.18,0.081,56.94,618.92,0
39.16,0.26,47.15,908.04,0
13.21,0.114,44.68,703.24,0
64.35,0.494,33.5,3177.92,1
23.1,0.143,67.46,852.13,0
42.61,0.245,15.69,470.69,0
24.15,0.001,59.28,756.19,0
35.37,0.93,31.44,3029.53,1
59.65,0.525,15.52,3775.44,1
45.45,0.935,27.57,4941.16,1
34.42,0.219,25.24,760.7,0
19.12,0.385,50.95,1045.61,0
81.0,0.586,18.27,4226.75,1
41.05,0.106,49.16,1211.86,0
27.22,0.394,27.96,496.29,0
65.36,0.706,28.23,3307.19,1
65.8,0.981,27.69,1970.61,1
30.41,0.359,62.08,1184.38,0
13.9,0.293,22.7,682.66,0
52.97,0.49,8.34,1604.82,1
40.85,0.242,29.34,568.5,0
27.33,0.391,25.26,1053.61,0
53.61,0.773,29.14,3059.3,1
45.49,0.531,21.94,2116.88,1
13.83,0.297,42.64,650.15,0
11.71,0.095,61.21,1040.92,0
23.24,0.463,38.98,1030.58,0
20.67,0.339,32.25,473.24,0
18.1,0.314,24.52,1090.95,0
20.36,0.298,63.41,848.74,0
31.1,0.216,31.95,1064.18,0
46.45,0.755,6.21,2860.86,1
44.71,0.621,7.19,1580.24,1
78.98,0.756,5.72,4478.14,1
83.31,0.603,10.93,3366.63,1
37.84,0.926,12.0,4196.58,1
81.88,0.428,12.9,2431.91,1
23.48,0.342,41.14,517.75,0
21.87,0.364,38.34,1090.71,0
38.01,0.367,66.47,575.06,0
34.78,0.401,29.49,669.7,0
23.56,0.435,66.26,1184.19,0
22.84,0.267,46.32,975.35,0
52.19,0.579,24.49,4440.75,1
17.48,0.294,49.78,449.92,0
67.6,0.676,30.97,3662.46,1
22.47,0.235,48.24,1008.45,0
34.55,0.481,40.58,532.42,0
37.46,0.228,23.11,923.41,0
38.04,0.94,19.0,1977.4,1
13.92,0.432,36.26,725.32,0
43.07,0.952,18.64,3117.46,1
24.9,0.034,59.43,860.62,0
12.59,0.157,19.07,935.22,0
25.44,0.157,58.61,577.4,0
43.15,0.191,23.54,1124.01,0
16.33,0.338,38.4,1148.68,0
41.3,0.133,44.29,828.54,0
32.15,0.23,68.14,528.33,0
71.35,0.765,16.51,3820.7,1
79.78,0.474,27.62,1888.87,1
48.35,0.966,25.74,1341.95,1
73.58,0.425,26.1,4570.4,1
71.57,0.605,5.86,1203.17,1
46.05,0.56,7.94,2904.42,1
82.78,0.789,21.64,3230.39,1
48.37,0.43,8.73,3656.24,1
43.43,0.163,65.78,1190.23,0
30.85,0.296,24.12,767.26,0
68.31,0.96,14.78,1946.44,1
35.24,0.463,50.48,1271.57,0
86.77,0.545,11.6,3460.28,1
62.71,0.57,32.83,2738.26,1
50.72,0.922,23.16,3042.78,1
81.24,0.46,13.79,2176.76,1
15.47,0.181,49.71,679.91,0
29.71,0.23,46.44,857.02,0
61.67,0.57,19.94,3115.35,1
12.99,0.186,47.8,636.68,0
10.92,0.173,62.86,1123.47,0
38.35,0.462,66.09,669.99,0
44.06,0.256,69.64,1195.74,0
40.18,0.122,25.76,753.28,0
66.08,0.601,17.29,3842.15,1
39.21,0.243,20.29,981.17,0
25.13,0.266,43.18,436.89,0
44.78,0.344,24.6,808.4,0
37.41,0.483,27.42,2208.53,1
12.19,0.03,46.45,1163.54,0
12.08,0.477,47.98,808.67,0
49.43,0.843,14.38,4623.71,1
69.11,0.419,20.44,3000.99,1
39.18,0.424,54.03,1267.94,0
31.91,0.073,45.53,1265.05,0
25.84,0.095,15.57,1144.42,0
71.01,0.738,24.31,2097.47,1
15.81,0.196,48.92,955.53,0
24.16,0.35,43.13,631.4,0
71.58,0.631,25.36,3413.0,1
81.43,0.403,19.91,3788.63,1
36.54,0.746,12.12,4126.14,1
40.86,0.532,34.38,2563.38,1
60.0,0.95,27.78,3234.21,1
39.38,0.64,20.77,4061.01,1
24.39,0.205,57.27,521.16,0
39.66,0.257,32.68,1277.72,0
87.58,0.944,31.4,1577.62,1
38.62,0.403,25.84,1105.26,0
49.85,0.473,18.21,3706.48,1
41.37,0.181,66.48,986.41,0
45.5,0.751,23.2,4902.05,1
52.88,0.847,29.32,1975.02,1
37.65,0.942,20.02,3206.89,1
61.4,0.92,20.27,4790.5,1
30.99,0.17,48.08,787.35,0
15.49,0.231,45.0,836.46,0
43.95,0.721,22.56,4574.04,1
35.45,0.897,23.82,2197.96,1
36.52,0.235,19.83,1200.87,0
26.44,0.112,19.23,662.36,0
28.63,0.284,67.58,854.09,0
29.65,0.313,59.71,851.17,0
85.48,0.782,18.05,3328.95,1
27.97,0.231,16.49,562.64,0
25.62,0.051,46.05,1134.95,0
80.83,0.613,13.63,3358.22,1
32.9,0.235,24.5,757.6,0
81.93,0.768,31.42,4899.67,1
66.11,0.768,32.13,4803.85,1
89.36,0.79,9.93,4065.41,1
74.88,0.815,25.13,1592.09,1
33.85,0.09,46.16,751.16,0
27.69,0.442,57.88,469.56,0
42.72,0.587,19.79,4848.09,1
10.34,0.345,30.76,887.68,0
23.47,0.353,68.04,1019.53,0
40.66,0.675,28.41,1469.25,1
36.11,0.25,44.17,1093.24,0
23.26,0.467,29.19,1025.39,0
33.19,0.086,62.95,1237.7,0
89.43,0.781,25.44,4155.83,1
34.31,0.439,29.46,1027.14,0
43.66,0.433,28.5,773.0,0
66.24,0.489,30.32,3167.92,1
34.51,0.317,25.9,971.28,0
20.67,0.085,53.14,1020.53,0
11.55,0.058,44.37,700.9,0
43.93,0.887,30.63,2485.99,1
20.18,0.182,64.19,937.13,0
84.09,0.971,21.52,1895.49,1
11.51,0.2,21.83,880.28,0
19.42,0.303,31.95,476.7,0
37.79,0.419,23.35,2137.55,1
41.92,0.859,16.76,3313.08,1
34.74,0.472,46.11,784.16,0
23.94,0.443,53.59,1085.8,0
35.64,0.167,22.13,1099.38,0
16.37,0.135,63.7,1065.42,0
70.94,0.753,34.57,2317.68,1
68.89,0.992,23.1,1900.55,1
26.77,0.095,66.56,1043.64,0
44.78,0.96,27.09,3991.97,1
45.34,0.709,28.98,2112.35,1
32.11,0.155,39.06,1243.22,0
40.64,0.494,50.29,602.5,0
64.43,0.689,10.04,1495.28,1
37.7,0.366,32.86,515.07,0
62.47,0.896,33.39,2733.52,1
43.25,0.695,24.11,2631.93,1
45.89,0.846,13.39,1313.52,1
59.99,0.918,31.96,4558.12,1
29.85,0.084,67.84,846.18,0
53.23,0.856,10.23,1566.3,1
53.09,0.844,24.6,1839.57,1
89.06,0.711,28.59,3993.29,1
14.19,0.196,38.31,1245.69,0
38.07,0.424,26.94,1272.15,0
39.54,0.158,60.4,486.56,0
17.31,0.186,30.3,1224.06,0
83.09,0.7,31.79,3476.06,1
34.35,0.282,60.65,593.17,0
83.87,0.519,7.49,2106.29,1
54.23,0.758,34.81,3432.13,1
11.76,0.071,18.42,1015.0,0
76.56,0.885,34.68,1924.75,1
66.87,0.619,25.94,4397.35,1
35.96,0.089,50.87,654.04,0
13.19,0.464,19.42,959.7,0
74.53,0.551,14.09,3183.95,1
16.83,0.343,66.59,1286.15,0
16.41,0.28,48.96,648.9,0
